"column_C_ID_TICKET","column_C_REPORTED_DATE","column_C_SUMMARY","column_C_WITEL","column_C_WORK_ZONE","column_C_PERANGKAT"
"INC18710158","2024-11-05 02:05:06","[SQM PROACTIVE GAMAS] [ODP-SMJ-FN/2]| IboosterG_44911730745049","MADIUN","SMJ","ODP-SMJ-FN/2"
"INC18709837","2024-11-05 01:50:08","[SQM PROACTIVE GAMAS] [ODP-SMJ-FA/59]| IboosterG_44911730744216","MADIUN","SMJ","ODP-SMJ-FA/59"
"INC18709614","2024-11-05 01:50:07","[SQM PROACTIVE GAMAS] [ODP-SMJ-FA/67,ODP-SMJ-FA/66,ODP-SMJ-FA/70,ODP-SMJ-FA/65]| IboosterG_449101730744216","MADIUN","SMJ","ODP-SMJ-FA/67,ODP-SMJ-FA/66,ODP-SMJ-FA/70,ODP-SMJ-FA/65"
"INC18709228","2024-11-05 01:35:09","[SQM PROACTIVE GAMAS] [ODP-SMJ-FA/27,ODP-SMJ-FA/13]| IboosterG_44971730743323","MADIUN","SMJ","ODP-SMJ-FA/27,ODP-SMJ-FA/13"
"INC18709220","2024-11-05 01:30:10","[SQM GAMAS] [GPON02-D5-SMJ-2SWS172.27.89.154] | OLT [SUSPECT RCA: PON PORT DOWN] | IboosterO_1730743892734221","MADIUN","SMJ","GPON02-D5-SMJ-2SWS"
"INC18708299","2024-11-05 01:05:06","[SQM PROACTIVE GAMAS] [ODP-SMJ-FC/1,ODP-SMJ-FC/3,ODP-SMJ-FC/2]| IboosterG_44911730741517","MADIUN","SMJ","ODP-SMJ-FC/1,ODP-SMJ-FC/3,ODP-SMJ-FC/2"
"INC18707781","2024-11-05 00:38:04","GAMAS R5 | ACCESS | FEEDER | KU TERSERET KENDARAAN | GANTI KU DAN SAMBUNG ULANG  | FE-BBE-07 | BAMBE | (EST 05/11/2024 24:00) | ODCB-BBE-FBC| GPON02-D5-BBE-2 [2/5] GPON03-D5-BBE-3 [13/9]  GPON01-D5-BBE-5 [3/1,3/5,3/9] | (PIC: ARIS BAGUS 081331322031)","SURABAYA UTARA","BBE","FE-BBE-07-01,ODC-BBE-FBC"
"INC18707652","2024-11-05 00:35:05","[SQM PROACTIVE GAMAS] [ODP-MOJ-FB/9]| IboosterG_7911730739755","SIDOARJO","MOJ","ODP-MOJ-FB/9"
"INC18706074","2024-11-04 23:50:07","[SQM PROACTIVE GAMAS] [ODP-TUL-FQ/45]| IboosterG_44911730737175","KEDIRI","TUL","ODP-TUL-FQ/45"
"INC18704104","2024-11-04 23:05:08","[SQM PROACTIVE GAMAS] [ODP-IJK-FDN/2]| IboosterG_7911730735218","SURABAYA SELATAN","IJK","ODP-IJK-FDN/2"
"INC18703502","2024-11-04 22:35:06","[SQM PROACTIVE GAMAS] [ODP-KRZ-FAA/26,ODP-KRZ-FAA/27]| IboosterG_99181730732467","PASURUAN","KRZ","ODP-KRZ-FAA/26,ODP-KRZ-FAA/27"
"INC18703501","2024-11-04 22:35:05","[SQM PROACTIVE GAMAS] [ODP-KRZ-FAA/23]| IboosterG_99161730732467","PASURUAN","KRZ","ODP-KRZ-FAA/23"
"INC18703500","2024-11-04 22:35:05","[SQM PROACTIVE GAMAS] [ODP-KRZ-FZ/18]| IboosterG_99121730732467","PASURUAN","KRZ","ODP-KRZ-FZ/18"
"INC18703499","2024-11-04 22:35:05","[SQM PROACTIVE GAMAS] [ODP-KRN-FAJ/27]| IboosterG_7911730732539","SIDOARJO","KRN","ODP-KRN-FAJ/27"
"INC18703476","2024-11-04 22:35:05","[SQM PROACTIVE GAMAS] [ODP-KRZ-FZ/8]| IboosterG_99111730732467","PASURUAN","KRZ","ODP-KRZ-FZ/8"
"INC18703298","2024-11-04 22:35:05","[SQM PROACTIVE GAMAS] [ODP-KRN-FAJ/26]| IboosterG_7911730732501","SIDOARJO","KRN","ODP-KRN-FAJ/26"
"INC18703473","2024-11-04 22:35:04","[SQM PROACTIVE GAMAS] [ODP-MNZ-FAU/42]| IboosterG_44911730732473","MADIUN","MNZ","ODP-MNZ-FAU/42"
"INC18702268","2024-11-04 21:50:06","[SQM PROACTIVE GAMAS] [ODP-KBL-FVE/5]| IboosterG_8911730729868","SURABAYA UTARA","KBL","ODP-KBL-FVE/5"
"INC18702264","2024-11-04 21:50:05","[SQM PROACTIVE GAMAS] [ODP-BJN-FH/23]| IboosterG_44911730729792","MADIUN","BJN","ODP-BJN-FH/23"
"INC18701681","2024-11-04 21:35:04","[SQM PROACTIVE GAMAS] [ODP-PBL-FK/18]| IboosterG_9911730728898","PASURUAN","PBL","ODP-PBL-FK/18"
"INC18700771","2024-11-04 21:05:06","[SQM PROACTIVE GAMAS] [ODP-PGE-FD/15,ODP-STO-COD/16,ODP-PGE-FD/16]| IboosterG_7911730727151","SIDOARJO","PGE","ODP-PGE-FD/15,ODP-STO-COD/16,ODP-PGE-FD/16"
"INC18700695","2024-11-04 21:05:06","[SQM PROACTIVE GAMAS] [ODP-PGE-FD/4,ODP-PGE-FD/5]| IboosterG_7931730727152","SIDOARJO","PGE","ODP-PGE-FD/4,ODP-PGE-FD/5"
"INC18700690","2024-11-04 21:05:05","[SQM PROACTIVE GAMAS] [ODP-KDI-FAG/21]| IboosterG_44911730727091","KEDIRI","KDI","ODP-KDI-FAG/21"
"INC18700545","2024-11-04 20:50:08","[SQM PROACTIVE GAMAS] [ODP-PGE-FD/14,ODP-PGE-FD/13]| IboosterG_7931730726253","SIDOARJO","PGE","ODP-PGE-FD/14,ODP-PGE-FD/13"
"INC18700546","2024-11-04 20:50:08","[SQM PROACTIVE GAMAS] [ODP-GSK-FAJ/57]| IboosterG_8911730726444","SURABAYA UTARA","GSK","ODP-GSK-FAJ/57"
"INC18700458","2024-11-04 20:50:08","[SQM PROACTIVE GAMAS] [ODP-PGE-FD/9]| IboosterG_7921730726252","SIDOARJO","PGE","ODP-PGE-FD/9"
"INC18700457","2024-11-04 20:50:07","[SQM PROACTIVE GAMAS] [ODP-PGE-FD/10]| IboosterG_7911730726252","SIDOARJO","PGE","ODP-PGE-FD/10"
"INC18700456","2024-11-04 20:50:06","[SQM PROACTIVE GAMAS] [ODP-NJK-FN/11]| IboosterG_44911730726138","KEDIRI","NJK","ODP-NJK-FN/11"
"INC18699820","2024-11-04 20:35:08","[SQM PROACTIVE GAMAS] [ODP-KLT-FA/26]| IboosterG_9911730725272","JEMBER","KLT","ODP-KLT-FA/26"
"INC18699819","2024-11-04 20:35:07","[SQM PROACTIVE GAMAS] [ODP-BBA-FAH/17]| IboosterG_8961730725344","SURABAYA UTARA","BBA","ODP-BBA-FAH/17"
"INC18699985","2024-11-04 20:35:07","[SQM PROACTIVE GAMAS] [ODP-BBA-FAH/21]| IboosterG_89101730725344","SURABAYA UTARA","BBA","ODP-BBA-FAH/21"
"INC18699986","2024-11-04 20:35:07","[SQM PROACTIVE GAMAS] [ODP-BBA-FAH/23,ODP-BBA-FAH/22]| IboosterG_8931730725344","SURABAYA UTARA","BBA","ODP-BBA-FAH/23,ODP-BBA-FAH/22"
"INC18699766","2024-11-04 20:21:43","(REPAIR) TRA T3 : Termonitor Alarm LOS SKSO Ruas Bangkalan - Sampang","MADURA","BKL",""
"INC18699428","2024-11-04 20:18:12","(REPAIR) IP T3 [DWDM Ruas Bangkalan - Sampang]  : METRO ME2-D5-PM TO ME-D5-WRP, ETH110 4X10G | ME9-D5-KBL TO ME2-D5-BLG,eth27 6x10G DOWN TRAFIK NORMAL","MADURA","PME",""
"INC18699155","2024-11-04 19:58:53","GAMAS R5 | ACCESS | GPON | CATUAN PLN | PLN NORMAL KEMBALI | SENGIGI | (EST 04/11/2024 23:00) | GPON04-D5-SGG-3 | 172.25.139.159 | DOWN | (PIC PAK FATHUL HIMNI +6282341019444)","NTB","SGG","GPON04-D5-SGG-3"
"INC18698539","2024-11-04 19:35:04","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/51]| IboosterG_44911730721644","MADIUN","TNZ","ODP-TNZ-FJ/51"
"INC18698541","2024-11-04 19:35:04","[SQM PROACTIVE GAMAS] [ODP-PGE-FD/18]| IboosterG_7931730721753","SIDOARJO","PGE","ODP-PGE-FD/18"
"INC18697935","2024-11-04 19:12:40","(RECOVERY) I.IP T3 [DWDM SKSO Ruas Kupang - Soe] : TERA P-D5-KPN TO P-D5-MMR, BE21 2X100G dan 10X10G | METRO ME9-D5-KUP TO ME-D5-SOE, eth11 5X10G | ME9-D5-KUP TO ME2-D5-ATB, eth18 15X10G | ME9-D5-KUP TO ME-D5-KEF, eth20 4X10G DOWN TRAFFIK METRO ATB dan END CONGEST","NTT","KPN","ME2-D5-ATB,ME2-D5-END"
"INC18697784","2024-11-04 19:09:25","(RECOVERY) T3: Termonitor Alarm Los SKSO Ruas Kupang - Soe","NTT","KPN",""
"INC18697207","2024-11-04 18:54:30","(REPAIR) IP T3 [DWDM Ruas Kupang - Soe]: TERA P-D5-KPN TO P-D5-MMR, BE21 2X100G dan 10X10G | METRO ME9-D5-KUP TO ME-D5-SOE, eth11 5X10G | ME9-D5-KUP TO ME2-D5-ATB, eth18 15X10G | ME9-D5-KUP TO ME-D5-KEF, eth20 4X10G DOWN TRAFFIK NORMAL","NTT","KPN",""
"INC18697197","2024-11-04 18:52:58","(REPAIR) TRA T3: Termonitor Alarm Los SKSO Ruas Kupang - Soe","NTT","KPN",""
"INC18697342","2024-11-04 18:50:07","[SQM PROACTIVE GAMAS] [ODP-KRN-FAJ/35]| IboosterG_7911730718985","SIDOARJO","KRN","ODP-KRN-FAJ/35"
"INC18697173","2024-11-04 18:50:05","[SQM PROACTIVE GAMAS] [ODP-TBN-FCR/24]| IboosterG_33911730717181","SINGARAJA","TBN","ODP-TBN-FCR/24"
"INC18696355","2024-11-04 18:29:39","GAMAS R5 | ACCESS | FEEDER | AKIBAT POHON | FE-NJK-16 | NGANJUK | (EST 5/11/24 03:00) | ODC-NJK-FY | GPON00-D5-NJK-3 [15/2] | GPON01-D5-NJK-3 [12/10 , 4/6 , 4/8 , 3/2 , 3/1 , 13/3 , 4/7 , 15/1 , 16/5] | GPON02-D5-NJK-3 [6/15 , 4/6 , 3/9 , 3/8 , 3/7 , 3/6 , 3/5 , 4/5 , 4/4 , 4/3 , 4/2] | GPON03-D5-NJK-3 [8/12] | (PIC: PRASADJA +62 821 37573000)","KEDIRI","NJK","ODC-NJK-FY,FE-NJK-16-01"
"INC18696237","2024-11-04 18:21:12","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | SAMBUNG PERMANEN | DS-GDG-FE-10-06/04.02 | GADANG | (EST 04/11/2024 22:00) | ODC-GDG-FU | GPON04-D5-GDG-3 [2/2] | (PIC: TEGUH RIYANTO +6281339001008)","MALANG","GDG","ODC-GDG-FU,DS-GDG-FE-10-06/04.01"
"INC18694960","2024-11-04 17:53:52","GAMAS R5 | ACCESS | DISTRIBUSI | AKIBAT KENDARAAN | Tarik kabel dan sambung extra joint | DS-MYR-FE-37-01-01/03-01 | MANYAR (EST 04/11/24 23:00) GPON19-D5-MYR-2 [11/8, 11/9(PIC PAK WIDODO +628123046076)","SURABAYA SELATAN","MYR","DS-MYR-FE-37-01-01/03-01"
"INC18694619","2024-11-04 17:50:21","[SQM PROACTIVE GAMAS] [ODP-BWG-FT/6]| IboosterG_9911730715334","JEMBER","BWG","ODP-BWG-FT/6"
"INC18694829","2024-11-04 17:50:21","[SQM PROACTIVE GAMAS] [ODP-MYR-FPJ/25]| IboosterG_7911730715462","SURABAYA SELATAN","MYR","ODP-MYR-FPJ/25"
"INC18694825","2024-11-04 17:50:20","[SQM PROACTIVE GAMAS] [ODP-DMO-FB/3]| IboosterG_7911730715358","SURABAYA SELATAN","DMO","ODP-DMO-FB/3"
"INC18693627","2024-11-04 17:27:40","GAMAS R5 | ACCESS | DISTRIBUSI | TERBAKAR | tarik ku dan sambung ulang| DS-BCK-FE-06-04 | BENCULUK | (EST 04/11/2024 21:00) | ODC-BCK-FA | GPON01-D5-BCK-3KAR [1/1] | (PIC: AGUSTINI PRASETYOWATI +628113221117)","JEMBER","BCK","ODC-BCK-FA,DS-BCK-FE-06-04/11-01"
"INC18693560","2024-11-04 17:22:21","(REPAIR) IP T3: P-D5-KLM TO P-D5-MTR, BE18 2X100G DOWN TRAFIK NORMAL","NTB","MTR",""
"INC18692667","2024-11-04 17:10:10","[SQM PROACTIVE GAMAS] [ODP-MYR-FQN/56]| IboosterG_7911730712708","SURABAYA SELATAN","MYR","ODP-MYR-FQN/56"
"INC18692772","2024-11-04 17:10:08","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/32]| IboosterG_44911730712655","MADIUN","TNZ","ODP-TNZ-FJ/32"
"INC18692773","2024-11-04 17:10:08","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/27]| IboosterG_44941730712700","MADIUN","TNZ","ODP-TNZ-FJ/27"
"INC18692665","2024-11-04 17:10:08","[SQM PROACTIVE GAMAS] [ODP-LWB-FB/24]| IboosterG_42911730709913","NTT","LWB","ODP-LWB-FB/24"
"INC18692663","2024-11-04 17:10:07","[SQM PROACTIVE GAMAS] [ODP-MTR-FDB/170]| IboosterG_40911730709925","NTB","MTR","ODP-MTR-FDB/170"
"INC18692664","2024-11-04 17:10:07","[SQM PROACTIVE GAMAS] [ODP-MTR-FDB/101]| IboosterG_40921730711724","NTB","MTR","ODP-MTR-FDB/101"
"INC18691693","2024-11-04 16:50:21","[SQM PROACTIVE GAMAS] [ODP-JGR-FPA/59]| IboosterG_7911730711801","SURABAYA SELATAN","JGR","ODP-JGR-FPA/59"
"INC18691694","2024-11-04 16:50:21","[SQM PROACTIVE GAMAS] [ODP-KBL-FGF/13]| IboosterG_8911730711860","SURABAYA UTARA","KBL","ODP-KBL-FGF/13"
"INC18691687","2024-11-04 16:50:17","[SQM PROACTIVE GAMAS] [ODP-TUL-FZ/87]| IboosterG_44911730711972","KEDIRI","TUL","ODP-TUL-FZ/87"
"INC18691682","2024-11-04 16:50:15","[SQM PROACTIVE GAMAS] [ODP-TOP-FF/17]| IboosterG_33921730709019","DENPASAR","TOP","ODP-TOP-FF/17"
"INC18690893","2024-11-04 16:34:49","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN  | PENYAMBUNGAN | DS-MLK-FE-05-02-01 | MALUK | (EST 04/11/2024 22:00)| GPON02-D5-MLK-3 [4/14] (PIC: FATHUL HIMNI +62 823 41019444)","NTB","MLK","ODC-MLK-FAE,DS-MLK-FE-05-02-01/01-01"
"INC18690942","2024-11-04 16:27:35","GAMAS R5 | ACCESS | GPON | UPLINK OLT FEEDER | PENYAMBUNGAN | BABAD | (EST 04/11/2024 20:00) | GPON00-D5-BBA-2NGM, GPON00-D5-BBA-2SKR, GPON00-D5-BBA-5NGM | 172.27.104.232, 172.27.104.94, 172.27.106.92 | DOWN | (PIC PAK FIRMAN HIDAYAT +628114222252)","SURABAYA UTARA","BBA","GPON00-D5-BBA-2NGM,GPON00-D5-BBA-2SKR,GPON00-D5-BBA-5NGM,ODC-BBA-FAD"
"INC18689711","2024-11-04 16:09:53","GAMAS R5 | ACCESS | DISTRIBUSI | TERBAKAR  | TARIK KU 12 CORE DAN TERMINASI | DS-SPG-FE-09-01-10/04-03-03 | SAMPANG | ODC-SPG-FV | (EST 04/11/2024 22:00)| GPON01-D5-SPG-2JRK [1/12];GPON01-D5-SPG-2JRK [1/13]; GPON01-D5-SPG-2JRK [1/14] (PIC: Joni Suprapto +628117600800)","MADURA","SPG","ODC-SPG-FV,DS-SPG-FE-09-01-07/01-01"
"INC18688370","2024-11-04 15:44:50","GAMAS R5 | ACCESS | DISTRIBUSI | CABLE RUSAK  | PERGANTIAN KU | DS-UBN-FE-02-05-01/01 | UBUNG | ODC-UBN-FBL | (EST 04/11/2024 22:00)| GPON05-D5-UBN-5 [9/15] , GPON15-D5-UBN-5  [15/2] (PIC: ANGGA SUDYATMIKA 082147519679)","DENPASAR","UBN","DS-UBN-FE-02-05-01/01-01"
"INC18687547","2024-11-04 15:35:10","[SQM PROACTIVE GAMAS] [ODP-LMG-FU/21]| IboosterG_8911730707314","SURABAYA UTARA","LMG","ODP-LMG-FU/21"
"INC18687742","2024-11-04 15:35:10","[SQM PROACTIVE GAMAS] [ODP-RKT-FFF/12]| IboosterG_7911730707436","SURABAYA SELATAN","RKT","ODP-RKT-FFF/12"
"INC18686179","2024-11-04 15:10:09","[SQM PROACTIVE GAMAS] [ODP-MLG-FAM/14]| IboosterG_6911730705497","MALANG","MLG","ODP-MLG-FAM/14"
"INC18686360","2024-11-04 15:10:08","[SQM PROACTIVE GAMAS] [ODP-NJK-FY/3,ODP-NJK-FY/4,ODP-NJK-FY/2]| IboosterG_44911730705540","KEDIRI","NJK","ODP-NJK-FY/3,ODP-NJK-FY/4,ODP-NJK-FY/2"
"INC18686175","2024-11-04 15:10:07","[SQM PROACTIVE GAMAS] [ODP-TBN-FAQ/49]| IboosterG_33941730703687","SINGARAJA","TBN","ODP-TBN-FAQ/49"
"INC18686174","2024-11-04 15:10:06","[SQM PROACTIVE GAMAS] [ODP-TBN-FAQ/46,ODP-TBN-FAQ/44]| IboosterG_33911730703687","SINGARAJA","TBN","ODP-TBN-FAQ/46,ODP-TBN-FAQ/44"
"INC18685101","2024-11-04 14:50:18","[SQM PROACTIVE GAMAS] [ODP-PII-FN/17]| IboosterG_9911730704567","PASURUAN","PII","ODP-PII-FN/17"
"INC18685102","2024-11-04 14:50:18","[SQM PROACTIVE GAMAS] [ODP-PII-FN/19]| IboosterG_9921730704567","PASURUAN","PII","ODP-PII-FN/19"
"INC18685099","2024-11-04 14:50:16","CANCEL MERUJUK GAMAS FEEDER INC18696355 | GAMAS R5 | ACCESS | GPON | UPLINK OLT FEEDER | PERBAIKAN | NGANJUK (WILANGAN) | (EST 04/11/2024 18:00) | GPON00-D5-NJK-3C | 172.27.89.185 | DOWN | (PIC PAK PRASADJA +6282137573000)","KEDIRI","NJK","GPON00-D5-NJK-3C"
"INC18685093","2024-11-04 14:50:12","[SQM PROACTIVE GAMAS] [ODP-DMP-FAD/11]| IboosterG_40911730701838","NTB","DMP","ODP-DMP-FAD/11"
"INC18684739","2024-11-04 14:47:32","GAMAS R5 | ACCESS | GPON | CATUAN PLN | NGETRIP, DI ON KAN | BANGKALAN | (EST 04/11/2024 18:00) | GPON00-D5-BKL-2TMR | 172.27.106.82 | (PIC JONI SUPRAPTO +628117600800)","MADURA","BKL","GPON00-D5-BKL-2TMR"
"INC18684723","2024-11-04 14:45:32","[SQM GAMAS] [GPON00-D5-NJK-3C172.27.89.185] | OLT [SUSPECT RCA: PON PORT DOWN] | IboosterO_1730704957599194","KEDIRI","NJK","GPON00-D5-NJK-3C"
"INC18683951","2024-11-04 14:35:13","[SQM PROACTIVE GAMAS] [ODP-NJK-FY/65]| IboosterG_44971730703645","KEDIRI","NJK","ODP-NJK-FY/65"
"INC18684118","2024-11-04 14:35:13","[SQM PROACTIVE GAMAS] [ODP-NJK-FY/50,ODP-NJK-FY/47]| IboosterG_44961730703645","KEDIRI","NJK","ODP-NJK-FY/50,ODP-NJK-FY/47"
"INC18684116","2024-11-04 14:35:12","[SQM PROACTIVE GAMAS] [ODP-NJK-FY/46,ODP-NJK-FY/45]| IboosterG_44951730703644","KEDIRI","NJK","ODP-NJK-FY/46,ODP-NJK-FY/45"
"INC18684115","2024-11-04 14:35:12","[SQM PROACTIVE GAMAS] [ODP-NJK-FY/41]| IboosterG_44941730703644","KEDIRI","NJK","ODP-NJK-FY/41"
"INC18683946","2024-11-04 14:35:12","[SQM PROACTIVE GAMAS] [ODP-NJK-FY/11,ODP-NJK-FY/13,ODP-NJK-FY/12,ODP-NJK-FY/14]| IboosterG_44931730703674","KEDIRI","NJK","ODP-NJK-FY/11,ODP-NJK-FY/13,ODP-NJK-FY/12,ODP-NJK-FY/14"
"INC18683945","2024-11-04 14:35:11","[SQM PROACTIVE GAMAS] [ODP-NJK-FY/35,ODP-NJK-FY/36]| IboosterG_44931730703644","KEDIRI","NJK","ODP-NJK-FY/35,ODP-NJK-FY/36"
"INC18684111","2024-11-04 14:35:11","[SQM PROACTIVE GAMAS] [ODP-NJK-FAE/16]| IboosterG_44921730703644","KEDIRI","NJK","ODP-NJK-FAE/16"
"INC18683944","2024-11-04 14:35:10","[SQM PROACTIVE GAMAS] [ODP-NJK-FY/24,ODP-NJK-FY/23,ODP-NJK-FY/25]| IboosterG_44911730703674","KEDIRI","NJK","ODP-NJK-FY/24,ODP-NJK-FY/23,ODP-NJK-FY/25"
"INC18683325","2024-11-04 14:19:53","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | GANTI ODP DAN TERMINASI ULANG DI ODP | DS-PBL-FE-01-07/06-01 | PROBOLINGGO | ODC-PBL-FC | (EST 04/11/2024 24:00) | GPON00-D5-PBL-3 [12/11]; GPON01-D5-PBL-3 [8/2,8/3,8/4] | (PIC: BRIYAN 082245223460)","PASURUAN","PBL","ODC-PBL-FC,ODP-PBL-FC/65,ODP-PBL-FC/11,ODP-PBL-FC/15,DS-PBL-FE-01-07/06-01"
"INC18683106","2024-11-04 14:15:24","GAMAS R5 | ACCESS | DISTRIBUSI | TERBAKAR | PENYAMBUNGAN | DS-SDA-FE-22-02/02-01 | SIDOARJO | (EST 04/11/2024 17:00) | ODC-SDA-FU | GPON09-D5-SDA-3  [3/7] | (PIC Bahtiar Barid +62 813 32111120)","SIDOARJO","SDA","ODC-SDA-FU,DS-SDA-FE-22-02/02-01"
"INC18682977","2024-11-04 14:15:20","[SQM GAMAS] [GPON00-D5-BKL-2TMR172.27.106.82] | OLT [SUSPECT RCA: PON PORT DOWN] | IboosterO_1730703406816751","MADURA","BKL","GPON00-D5-BKL-2TMR"
"INC18682972","2024-11-04 14:15:12","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | TARIK ULANG DAN PEMASANGAN CLOSURE | DS-BOW-FE-03-06 | BONDOWOSO | (EST 04/11/2024 17:00) | ODC-BOW-FV | GPON03-D5-BOW-3[3/7] GPON00-D5-BOW-3PJR[2/4] | (PIC SYAMSUL 081330576875)","JEMBER","BOW","ODC-BOW-FV,ODP-BOW-FV/30,ODP-BOW-FV/09,DS-BOW-FE-03-06/01-01"
"INC18682935","2024-11-04 14:13:02","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | SAMBUNG TEMPORER | DS-GIN-FE-20-01-01/06-01 | GIANYAR | (EST 04/11/2024 24:00) | ODC-GIN-FQ | GPON02-D5-GIN-3 [12/6] GPON02-D5-GIN-3 [12/15] | (PIC PAK BAGUS PRAMANA NUGRAHA +6282132533351)","SINGARAJA","GIN","DS-GIN-FE-20-01-01/06-01"
"INC18681931","2024-11-04 13:53:59","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERTARIK KENDARAAN | PENYAMBUNGAN | DS-GDG-FE-05-01-03/01 | GADANG | (EST 04/11/2024 17:00) | ODC-GDG-FJ  | GPON02-D5-GDG-3 [4/8] | (PIC ATHUNK ARIS / +62 812 49392314)","MALANG","GDG","ODC-GDG-FJ,ODP-GDG-FJ/37,DS-GDG-FE-05-03/01-01"
"INC18680283","2024-11-04 13:34:17","GAMAS R5 | ACCESS | DISTRIBUSI | AKIBAT HEWAN | TERMINASI UC | DS-GUR-FE-04-01/03 | GURAH | (EST 4/10/24 15:00) | ODC-GUR-FD | GPON00-D5-GUR-5 [2/7 , 1/16] | (PIC: MATIAS +62 813 30788773)","KEDIRI","GUR","ODP-GUR-FD/28,ODP-GUR-FD/27,ODP-GUR-FD/17,ODP-GUR-FD/18,DS-GUR-FE-04-01/03-01,ODC-GUR-FD"
"INC18680231","2024-11-04 13:31:32","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | PENYAMBUNGAN | DS-BJN-FE-04-03-02/01 | BOJONEGORO | (EST 04/11/2024 17:30) | GPON09-D5-BJN-2KDR[1/0]| (PIC BU CITRA VIOLITA +6281222919594)","MADIUN","BJN","ODC-BJN-FBP,ODP-BJN-FBP/01,ODP-BJN-FBP/03,ODP-BJN-FBP/02,ODP-BJN-FBP/04,DS-BJN-FE-04-03-02/01.01"
"INC18678397","2024-11-04 13:05:08","[SQM PROACTIVE GAMAS] [ODP-KBS-FF/52]| IboosterG_9941730698270","JEMBER","KBS","ODP-KBS-FF/52"
"INC18678395","2024-11-04 13:05:08","[SQM PROACTIVE GAMAS] [ODP-KBS-FF/132]| IboosterG_9921730698233","JEMBER","KBS","ODP-KBS-FF/132"
"INC18678393","2024-11-04 13:05:07","[SQM PROACTIVE GAMAS] [ODP-JGR-FPA/71,ODP-RKT-FPA/71]| IboosterG_7911730698300","SURABAYA SELATAN","JGR","ODP-JGR-FPA/71,ODP-RKT-FPA/71"
"INC18678092","2024-11-04 13:05:07","[SQM PROACTIVE GAMAS] [ODP-LWG-FB/34,ODP-LWG-FB/35,ODP-LWG-FB/37]| IboosterG_6911730698301","MALANG","LWG","ODP-LWG-FB/34,ODP-LWG-FB/35,ODP-LWG-FB/37"
"INC18677248","2024-11-04 12:43:52","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSANGKUT KENDARAAN | PENYAMBUNGAN | DS-KBS-FE-02-03/01-08 | KEBONSARI | (EST 04/11/2024 16.00) | GPON04-D5-KBS-3 [6/16] | (PIC AGUSTINI PRASETYOWATI 08113221117)","JEMBER","KBS","ODP-KBS-FF/52,DS-KBS-FE-02-02-03/03-01"
"INC18676784","2024-11-04 12:35:10","[SQM PROACTIVE GAMAS] [ODP-PBL-FC/15,ODP-PBL-FC/13]| IboosterG_9911730696463","PASURUAN","PBL","ODP-PBL-FC/15,ODP-PBL-FC/13"
"INC18676783","2024-11-04 12:35:09","[SQM PROACTIVE GAMAS] [ODP-KBS-FY/59]| IboosterG_9911730696444","JEMBER","KBS","ODP-KBS-FY/59"
"INC18676709","2024-11-04 12:30:41","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | PENYAMBUNGAN | DS-PON-FE-06-02-01/01.01 | PONOROGO | (EST 04/11/2024 16.00) | GPON01-D5-PON-3[5/11] | (PIC BU CITRA VIOLITA +6281222919594)","MADIUN","PON","ODP-PON-FAH/01,DS-PON-FE-06-02-01/01.01"
"INC18674862","2024-11-04 12:05:09","[SQM PROACTIVE GAMAS] [ODP-GDG-FAG/25]| IboosterG_6911730694683","MALANG","GDG","ODP-GDG-FAG/25"
"INC18674857","2024-11-04 12:05:07","[SQM PROACTIVE GAMAS] [ODP-BJN-FBJ/67]| IboosterG_44931730694620","MADIUN","BJN","ODP-BJN-FBJ/67"
"INC18674854","2024-11-04 12:05:07","[SQM PROACTIVE GAMAS] [ODP-TNZ-FW/65]| IboosterG_44911730694628","MADIUN","TNZ","ODP-TNZ-FW/65"
"INC18674990","2024-11-04 12:05:07","[SQM PROACTIVE GAMAS] [ODP-BJN-FBJ/63]| IboosterG_44911730694620","MADIUN","BJN","ODP-BJN-FBJ/63"
"INC18674899","2024-11-04 11:56:53","GAMAS R5 | ACCESS | DISTRIBUSI | AKIBAT HEWAN | SAMBUNG ULANG | DS-RKT-FE-37-04-01/01-01 | JAGIR | (EST 04/11/24 16:00) | ODC-RKT-FHG | GPON09-D5-RKT-2 [11/9, 11/10, 11/11, 11/12]  (PIC PAK WIDODO +628123046076)","SURABAYA SELATAN","JGR","ODC-RKT-FHG,DS-RKT-FE-37-04-01/01-01"
"INC18674311","2024-11-04 11:50:30","[SQM PROACTIVE GAMAS] [ODP-BBE-FAD/21]| IboosterG_8921730693950","SURABAYA UTARA","BBE","ODP-BBE-FAD/21"
